smiles_monomer,pm,polymer_name,Tg,Tm,Tm_units,Tg_units,monomers,distribution,replicate_structure,smiles_polymer,mechanism
O=C(O)[C@@H]1CCCC[C@H]1CO.O=C(O)[C@H]1CCCC[C@@H]1CO,0.3,poly(CBL),48.0,,C,C,"('O=C(O)[C@@H]1CCCC[C@H]1CO', 'O=C(O)[C@H]1CCCC[C@@H]1CO')",[],0,O=C(OCC1CCCCC1C(=O)OCC1CCCCC1C(=O)OCC1CCCCC1C(=O)OCC1CCCCC1C(=O)OC[C@@H]1CCCC[C@@H]1C(=O)OC[C@@H]1CCCC[C@@H]1C(=O)OC[C@@H]1CCCC[C@@H]1C(=O)OC[C@H]1CCCC[C@H]1C(=O)OC[C@@H]1CCCC[C@H]1C(=O)O)C1CCCCC1CO,ester
C=CCOC(=O)[C@@H](O)CC(=O)O.C=CCOC(=O)[C@H](O)CC(=O)O,0.19,poly(Allyl 4-oxo-2-oxetanecarboxylate),,49.0,C,C,"('C=CCOC(=O)[C@@H](O)CC(=O)O', 'C=CCOC(=O)[C@H](O)CC(=O)O')",[],0,C=CCOC(=O)[C@H](CC(=O)O)OC(=O)C[C@@H](OC(=O)C[C@H](OC(=O)C[C@H](OC(=O)C[C@@H](OC(=O)C[C@H](OC(=O)C[C@@H](OC(=O)C[C@H](OC(=O)C[C@@H](OC(=O)C[C@@H](O)C(=O)OCC=C)C(=O)OCC=C)C(=O)OCC=C)C(=O)OCC=C)C(=O)OCC=C)C(=O)OCC=C)C(=O)OCC=C)C(=O)OCC=C)C(=O)OCC=C,ester
COC(=O)[C@@H](O)CC(=O)O.COC(=O)[C@H](O)CC(=O)O,0.23,poly(methyl 4-oxo-2-oxetanecarboxylate),40.0,112.0,C,C,"('COC(=O)[C@@H](O)CC(=O)O', 'COC(=O)[C@H](O)CC(=O)O')",[],0,COC(=O)[C@H](CC(=O)O[C@H](CC(=O)O[C@@H](CC(=O)O[C@H](CC(=O)O[C@H](CC(=O)O)C(=O)OC)C(=O)OC)C(=O)OC)C(=O)OC)OC(=O)C[C@@H](OC(=O)C[C@@H](OC(=O)C[C@@H](OC(=O)C[C@H](OC(=O)C[C@@H](O)C(=O)OC)C(=O)OC)C(=O)OC)C(=O)OC)C(=O)OC,ester
O=C(O)[C@@H]1CCCC[C@H]1CO.O=C(O)[C@H]1CCCC[C@@H]1CO,0.88,poly(CBL),43.0,164.0,C,C,"('O=C(O)[C@@H]1CCCC[C@H]1CO', 'O=C(O)[C@H]1CCCC[C@@H]1CO')",[],0,O=C(OCC1CCCCC1C(=O)OCC1CCCCC1C(=O)OCC1CCCCC1C(=O)OCC1CCCCC1C(=O)OC[C@@H]1CCCC[C@H]1C(=O)OC[C@@H]1CCCC[C@H]1C(=O)OC[C@@H]1CCCC[C@H]1C(=O)OC[C@@H]1CCCC[C@H]1C(=O)OC[C@H]1CCCC[C@@H]1C(=O)O)C1CCCCC1CO,ester
O=C(O)[C@@H]1CCCC[C@H]1CO.O=C(O)[C@H]1CCCC[C@@H]1CO,0.32,poly(CBL),45.0,,C,C,"('O=C(O)[C@@H]1CCCC[C@H]1CO', 'O=C(O)[C@H]1CCCC[C@@H]1CO')",[],0,O=C(OCC1CCCCC1C(=O)OCC1CCCCC1C(=O)OCC1CCCCC1C(=O)OCC1CCCCC1C(=O)OC[C@@H]1CCCC[C@H]1C(=O)OC[C@H]1CCCC[C@@H]1C(=O)OC[C@@H]1CCCC[C@H]1C(=O)OC[C@H]1CCCC[C@H]1C(=O)OC[C@H]1CCCC[C@H]1C(=O)O)C1CCCCC1CO,ester
COC(=O)[C@@H](O)CC(=O)O.COC(=O)[C@H](O)CC(=O)O,0.19,poly(methyl 4-oxo-2-oxetanecarboxylate),39.0,173.0,C,C,"('COC(=O)[C@@H](O)CC(=O)O', 'COC(=O)[C@H](O)CC(=O)O')",[],0,COC(=O)[C@H](CC(=O)O)OC(=O)C[C@@H](OC(=O)C[C@H](OC(=O)C[C@H](OC(=O)C[C@@H](OC(=O)C[C@H](OC(=O)C[C@@H](OC(=O)C[C@H](OC(=O)C[C@H](OC(=O)C[C@@H](O)C(=O)OC)C(=O)OC)C(=O)OC)C(=O)OC)C(=O)OC)C(=O)OC)C(=O)OC)C(=O)OC)C(=O)OC,ester
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.842614977,poly(lactic acid),46.2,,C,C,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",[],0,C[C@H](O)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@@H](C)C(=O)O[C@H](C)C(=O)O,ester
COC(=O)[C@@H](O)CC(=O)O.COC(=O)[C@H](O)CC(=O)O,0.11,poly(methyl 4-oxo-2-oxetanecarboxylate),,207.0,C,C,"('COC(=O)[C@@H](O)CC(=O)O', 'COC(=O)[C@H](O)CC(=O)O')",[],0,COC(=O)[C@H](CC(=O)O[C@H](CC(=O)O)C(=O)OC)OC(=O)C[C@@H](OC(=O)C[C@H](OC(=O)C[C@@H](OC(=O)C[C@H](OC(=O)C[C@@H](OC(=O)C[C@@H](OC(=O)C[C@H](OC(=O)C[C@@H](O)C(=O)OC)C(=O)OC)C(=O)OC)C(=O)OC)C(=O)OC)C(=O)OC)C(=O)OC)C(=O)OC,ester
COC(=O)[C@@H](O)CC(=O)O.COC(=O)[C@H](O)CC(=O)O,0.08,poly(methyl 4-oxo-2-oxetanecarboxylate),,212.0,C,C,"('COC(=O)[C@@H](O)CC(=O)O', 'COC(=O)[C@H](O)CC(=O)O')",[],0,COC(=O)[C@H](CC(=O)O[C@@H](CC(=O)O[C@H](CC(=O)O[C@@H](CC(=O)O[C@H](CC(=O)O[C@@H](CC(=O)O[C@H](CC(=O)O[C@@H](CC(=O)O[C@H](CC(=O)O)C(=O)OC)C(=O)OC)C(=O)OC)C(=O)OC)C(=O)OC)C(=O)OC)C(=O)OC)C(=O)OC)OC(=O)C[C@@H](O)C(=O)OC,ester
CCCC[C@@H](O)CC(=O)O.CCCC[C@H](O)CC(=O)O,0.85,poly(3-hydroxyheptanoic acid),-30.8,,C,C,"('CCCC[C@@H](O)CC(=O)O', 'CCCC[C@H](O)CC(=O)O')",[],0,CCCC[C@H](O)CC(=O)O[C@@H](CCCC)CC(=O)O[C@@H](CCCC)CC(=O)O[C@@H](CCCC)CC(=O)O[C@@H](CCCC)CC(=O)O[C@@H](CCCC)CC(=O)O[C@@H](CCCC)CC(=O)O[C@H](CCCC)CC(=O)O[C@H](CCCC)CC(=O)O[C@H](CCCC)CC(=O)O,ester
O=C(O)[C@@H]1CCCC[C@H]1CO.O=C(O)[C@H]1CCCC[C@@H]1CO,0.35,poly(CBL),47.0,,C,C,"('O=C(O)[C@@H]1CCCC[C@H]1CO', 'O=C(O)[C@H]1CCCC[C@@H]1CO')",[],0,O=C(OCC1CCCCC1C(=O)OCC1CCCCC1C(=O)OCC1CCCCC1C(=O)OCC1CCCCC1C(=O)OC[C@@H]1CCCC[C@H]1C(=O)OC[C@H]1CCCC[C@H]1C(=O)OC[C@H]1CCCC[C@@H]1C(=O)OC[C@@H]1CCCC[C@@H]1C(=O)OC[C@H]1CCCC[C@@H]1C(=O)O)C1CCCCC1CO,ester
CC[C@@H](O)CC(=O)O.CC[C@H](O)CC(=O)O,0.96,poly(3-hydroxyvaleric acid),-17.466666666666665,108.0,C,C,"('CC[C@@H](O)CC(=O)O', 'CC[C@H](O)CC(=O)O')",[],0,CC[C@H](O)CC(=O)O[C@@H](CC)CC(=O)O[C@@H](CC)CC(=O)O[C@@H](CC)CC(=O)O[C@@H](CC)CC(=O)O[C@@H](CC)CC(=O)O[C@@H](CC)CC(=O)O[C@@H](CC)CC(=O)O[C@@H](CC)CC(=O)O[C@@H](CC)CC(=O)O,ester
CC[C@@H](O)CC(=O)O.CC[C@H](O)CC(=O)O,0.91,poly(3-hydroxyvaleric acid),-15.35,,C,C,"('CC[C@@H](O)CC(=O)O', 'CC[C@H](O)CC(=O)O')",[],0,CC[C@H](O)CC(=O)O[C@@H](CC)CC(=O)O[C@@H](CC)CC(=O)O[C@@H](CC)CC(=O)O[C@@H](CC)CC(=O)O[C@@H](CC)CC(=O)O[C@@H](CC)CC(=O)O[C@@H](CC)CC(=O)O[C@@H](CC)CC(=O)O[C@@H](CC)CC(=O)O,ester
O=C(O)[C@@H]1CCCC[C@H]1CO.O=C(O)[C@H]1CCCC[C@@H]1CO,0.77,poly(CBL),49.0,171.0,C,C,"('O=C(O)[C@@H]1CCCC[C@H]1CO', 'O=C(O)[C@H]1CCCC[C@@H]1CO')",[],0,O=C(OCC1CCCCC1C(=O)OCC1CCCCC1C(=O)OCC1CCCCC1C(=O)OCC1CCCCC1C(=O)OC[C@H]1CCCC[C@H]1C(=O)OC[C@@H]1CCCC[C@H]1C(=O)OC[C@@H]1CCCC[C@@H]1C(=O)OC[C@H]1CCCC[C@@H]1C(=O)OC[C@H]1CCCC[C@@H]1C(=O)O)C1CCCCC1CO,ester
CC[C@@H](O)CC(=O)O.CC[C@H](O)CC(=O)O,0.9,poly(3-hydroxyvaleric acid),-15.5,,C,C,"('CC[C@@H](O)CC(=O)O', 'CC[C@H](O)CC(=O)O')",[],0,CC[C@H](O)CC(=O)O[C@@H](CC)CC(=O)O[C@@H](CC)CC(=O)O[C@@H](CC)CC(=O)O[C@@H](CC)CC(=O)O[C@@H](CC)CC(=O)O[C@@H](CC)CC(=O)O[C@@H](CC)CC(=O)O[C@@H](CC)CC(=O)O[C@@H](CC)CC(=O)O,ester
CC[C@@H](O)CC(=O)O.CC[C@H](O)CC(=O)O,0.86,poly(3-hydroxyvaleric acid),-14.9,,C,C,"('CC[C@@H](O)CC(=O)O', 'CC[C@H](O)CC(=O)O')",[],0,CC[C@H](O)CC(=O)O[C@@H](CC)CC(=O)O[C@H](CC)CC(=O)O[C@H](CC)CC(=O)O[C@H](CC)CC(=O)O[C@H](CC)CC(=O)O[C@H](CC)CC(=O)O[C@H](CC)CC(=O)O[C@H](CC)CC(=O)O[C@H](CC)CC(=O)O,ester
O=C(O)[C@@H]1CCCC[C@H]1CO.O=C(O)[C@H]1CCCC[C@@H]1CO,0.82,poly(CBL),47.0,142.0,C,C,"('O=C(O)[C@@H]1CCCC[C@H]1CO', 'O=C(O)[C@H]1CCCC[C@@H]1CO')",[],0,O=C(OCC1CCCCC1C(=O)OCC1CCCCC1C(=O)OCC1CCCCC1C(=O)OCC1CCCCC1C(=O)OC[C@H]1CCCC[C@@H]1C(=O)OC[C@H]1CCCC[C@@H]1C(=O)OC[C@H]1CCCC[C@@H]1C(=O)OC[C@@H]1CCCC[C@H]1C(=O)OC[C@@H]1CCCC[C@H]1C(=O)O)C1CCCCC1CO,ester
CC[C@@H](O)C(=O)O.CC[C@H](O)C(=O)O,1.0,poly(2-hydroxybutanoic acid),,108.0,C,C,"('CC[C@@H](O)C(=O)O', 'CC[C@H](O)C(=O)O')",[],0,CC[C@@H](O)C(=O)O[C@H](CC)C(=O)O[C@H](CC)C(=O)O[C@H](CC)C(=O)O[C@H](CC)C(=O)O[C@H](CC)C(=O)O[C@H](CC)C(=O)O[C@H](CC)C(=O)O[C@H](CC)C(=O)O[C@H](CC)C(=O)O,ester
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.05,poly(lactic acid),46.0,120.0,C,C,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",[],0,C[C@H](OC(=O)[C@@H](C)OC(=O)[C@H](C)OC(=O)[C@@H](C)OC(=O)[C@H](C)OC(=O)[C@@H](C)OC(=O)[C@H](C)OC(=O)[C@@H](C)OC(=O)[C@H](C)OC(=O)[C@@H](C)O)C(=O)O,ester
O=C(O)[C@@H]1CCCC[C@H]1CO.O=C(O)[C@H]1CCCC[C@@H]1CO,0.89,poly(CBL),44.5,163.0,C,C,"('O=C(O)[C@@H]1CCCC[C@H]1CO', 'O=C(O)[C@H]1CCCC[C@@H]1CO')",[],0,O=C(OCC1CCCCC1C(=O)OCC1CCCCC1C(=O)OCC1CCCCC1C(=O)OCC1CCCCC1C(=O)OC[C@H]1CCCC[C@@H]1C(=O)OC[C@H]1CCCC[C@@H]1C(=O)OC[C@H]1CCCC[C@@H]1C(=O)OC[C@H]1CCCC[C@@H]1C(=O)OC[C@H]1CCCC[C@@H]1C(=O)O)C1CCCCC1CO,ester
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.02,poly(lactic acid),34.0,151.0,C,C,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",[],0,C[C@H](OC(=O)[C@@H](C)OC(=O)[C@H](C)OC(=O)[C@@H](C)OC(=O)[C@H](C)OC(=O)[C@@H](C)OC(=O)[C@H](C)OC(=O)[C@@H](C)OC(=O)[C@H](C)OC(=O)[C@@H](C)O)C(=O)O,ester
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.07,poly(lactic acid),30.8,,C,C,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",[],0,C[C@H](O)C(=O)O[C@@H](C)C(=O)O[C@H](C)C(=O)O[C@@H](C)C(=O)O[C@H](C)C(=O)O[C@@H](C)C(=O)O[C@H](C)C(=O)O[C@@H](C)C(=O)O[C@H](C)C(=O)O[C@@H](C)C(=O)O,ester
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.84,poly(lactic acid),,173.5,C,C,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",[],0,C[C@H](O)C(=O)O[C@@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O,ester
O=C(O)[C@@H](O)Cc1ccccc1.O=C(O)[C@H](O)Cc1ccccc1,0.95,poly(2-Hydroxy-3-phenylpropionic acid),46.0,,C,C,"('O=C(O)[C@@H](O)Cc1ccccc1', 'O=C(O)[C@H](O)Cc1ccccc1')",[],0,O=C(O[C@@H](Cc1ccccc1)C(=O)O[C@@H](Cc1ccccc1)C(=O)O[C@@H](Cc1ccccc1)C(=O)O[C@@H](Cc1ccccc1)C(=O)O[C@@H](Cc1ccccc1)C(=O)O[C@@H](Cc1ccccc1)C(=O)O[C@@H](Cc1ccccc1)C(=O)O[C@@H](Cc1ccccc1)C(=O)O[C@@H](Cc1ccccc1)C(=O)O)[C@@H](O)Cc1ccccc1,ester
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.83,poly(lactic acid),,169.5,C,C,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",[],0,C[C@H](OC(=O)[C@H](C)OC(=O)[C@@H](C)OC(=O)[C@@H](C)OC(=O)[C@@H](C)OC(=O)[C@@H](C)OC(=O)[C@@H](C)OC(=O)[C@@H](C)OC(=O)[C@@H](C)OC(=O)[C@@H](C)O)C(=O)O,ester
O=C(O)[C@@H]1CCCC[C@H]1CO.O=C(O)[C@H]1CCCC[C@@H]1CO,0.92,poly(CBL),44.0,156.0,C,C,"('O=C(O)[C@@H]1CCCC[C@H]1CO', 'O=C(O)[C@H]1CCCC[C@@H]1CO')",[],0,O=C(OCC1CCCCC1C(=O)OCC1CCCCC1C(=O)OCC1CCCCC1C(=O)OCC1CCCCC1C(=O)OC[C@H]1CCCC[C@@H]1C(=O)OC[C@H]1CCCC[C@@H]1C(=O)OC[C@H]1CCCC[C@@H]1C(=O)OC[C@H]1CCCC[C@@H]1C(=O)OC[C@H]1CCCC[C@@H]1C(=O)O)C1CCCCC1CO,ester
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.82,poly(lactic acid),,165.75,C,C,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",[],0,C[C@H](OC(=O)[C@H](C)OC(=O)[C@H](C)OC(=O)[C@H](C)OC(=O)[C@H](C)OC(=O)[C@H](C)OC(=O)[C@@H](C)OC(=O)[C@@H](C)OC(=O)[C@@H](C)OC(=O)[C@@H](C)O)C(=O)O,ester
C=C(C(=O)O)[C@@H](C)O.C=C(C(=O)O)[C@H](C)O,0.79,poly(3-hydroxy-2-methylenebutanoic acid),,109.2,C,C,"('C=C(C(=O)O)[C@@H](C)O', 'C=C(C(=O)O)[C@H](C)O')",[],0,C=C(C(=O)O[C@H](C)C(=C)C(=O)O[C@H](C)C(=C)C(=O)O[C@H](C)C(=C)C(=O)O[C@H](C)C(=C)C(=O)O[C@H](C)C(=C)C(=O)O[C@H](C)C(=C)C(=O)O[C@H](C)C(=C)C(=O)O[C@H](C)C(=C)C(=O)O[C@H](C)C(=C)C(=O)O)[C@H](C)O,ester
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.79,poly(lactic acid),,163.0,C,C,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",[],0,C[C@H](OC(=O)[C@H](C)OC(=O)[C@H](C)OC(=O)[C@H](C)OC(=O)[C@@H](C)OC(=O)[C@@H](C)OC(=O)[C@@H](C)OC(=O)[C@@H](C)OC(=O)[C@@H](C)OC(=O)[C@@H](C)O)C(=O)O,ester
O=C(O)[C@@H](O)Cc1ccccc1.O=C(O)[C@H](O)Cc1ccccc1,1.0,poly(2-Hydroxy-3-phenylpropionic acid),50.5,,C,C,"('O=C(O)[C@@H](O)Cc1ccccc1', 'O=C(O)[C@H](O)Cc1ccccc1')",[],0,O=C(O[C@H](Cc1ccccc1)C(=O)O[C@H](Cc1ccccc1)C(=O)O[C@H](Cc1ccccc1)C(=O)O[C@H](Cc1ccccc1)C(=O)O[C@H](Cc1ccccc1)C(=O)O[C@H](Cc1ccccc1)C(=O)O[C@H](Cc1ccccc1)C(=O)O[C@H](Cc1ccccc1)C(=O)O[C@H](Cc1ccccc1)C(=O)O)[C@H](O)Cc1ccccc1,ester
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.78,poly(lactic acid),,150.0,C,C,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",[],0,C[C@H](OC(=O)[C@H](C)OC(=O)[C@H](C)OC(=O)[C@H](C)OC(=O)[C@H](C)OC(=O)[C@H](C)OC(=O)[C@@H](C)OC(=O)[C@@H](C)OC(=O)[C@@H](C)OC(=O)[C@@H](C)O)C(=O)O,ester
O=C(O)[C@@H](O)c1ccccc1.O=C(O)[C@H](O)c1ccccc1,1.0,poly(mandelic acid),91.0,146.0,C,C,"('O=C(O)[C@@H](O)c1ccccc1', 'O=C(O)[C@H](O)c1ccccc1')",[],0,O=C(O[C@@H](C(=O)O[C@@H](C(=O)O[C@@H](C(=O)O[C@@H](C(=O)O[C@@H](C(=O)O[C@@H](C(=O)O[C@@H](C(=O)O[C@@H](C(=O)O[C@@H](C(=O)O)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)[C@H](O)c1ccccc1,ester
C=C(C(=O)O)[C@@H](C)O.C=C(C(=O)O)[C@H](C)O,0.91,poly(3-hydroxy-2-methylenebutanoic acid),18.7,102.8,C,C,"('C=C(C(=O)O)[C@@H](C)O', 'C=C(C(=O)O)[C@H](C)O')",[],0,C=C(C(=O)O[C@@H](C)C(=C)C(=O)O[C@@H](C)C(=C)C(=O)O[C@@H](C)C(=C)C(=O)O[C@@H](C)C(=C)C(=O)O[C@@H](C)C(=C)C(=O)O[C@@H](C)C(=C)C(=O)O[C@@H](C)C(=C)C(=O)O[C@@H](C)C(=C)C(=O)O[C@@H](C)C(=C)C(=O)O)[C@H](C)O,ester
O=C(O)[C@@H]1CCCC[C@H]1CO.O=C(O)[C@H]1CCCC[C@@H]1CO,0.91,poly(CBL),41.0,170.0,C,C,"('O=C(O)[C@@H]1CCCC[C@H]1CO', 'O=C(O)[C@H]1CCCC[C@@H]1CO')",[],0,O=C(OCC1CCCCC1C(=O)OCC1CCCCC1C(=O)OCC1CCCCC1C(=O)OCC1CCCCC1C(=O)OC[C@H]1CCCC[C@@H]1C(=O)OC[C@H]1CCCC[C@@H]1C(=O)OC[C@H]1CCCC[C@@H]1C(=O)OC[C@H]1CCCC[C@@H]1C(=O)OC[C@H]1CCCC[C@@H]1C(=O)O)C1CCCCC1CO,ester
O=C(O)[C@@H]1CCCC[C@H]1CO.O=C(O)[C@H]1CCCC[C@@H]1CO,0.84,poly(CBL),44.0,156.0,C,C,"('O=C(O)[C@@H]1CCCC[C@H]1CO', 'O=C(O)[C@H]1CCCC[C@@H]1CO')",[],0,O=C(OCC1CCCCC1C(=O)OCC1CCCCC1C(=O)OCC1CCCCC1C(=O)OCC1CCCCC1C(=O)OC[C@H]1CCCC[C@H]1C(=O)OC[C@@H]1CCCC[C@H]1C(=O)OC[C@@H]1CCCC[C@H]1C(=O)OC[C@@H]1CCCC[C@H]1C(=O)OC[C@@H]1CCCC[C@H]1C(=O)O)C1CCCCC1CO,ester
O=C(O)[C@@H](O)c1ccccc1.O=C(O)[C@H](O)c1ccccc1,0.09,poly(mandelic acid),74.0,145.0,C,C,"('O=C(O)[C@@H](O)c1ccccc1', 'O=C(O)[C@H](O)c1ccccc1')",[],0,O=C(O[C@H](C(=O)O[C@@H](C(=O)O[C@@H](C(=O)O[C@H](C(=O)O[C@@H](C(=O)O[C@H](C(=O)O[C@@H](C(=O)O[C@H](C(=O)O[C@@H](C(=O)O)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)[C@@H](O)c1ccccc1,ester
O=C(O)[C@@H](O)c1ccccc1.O=C(O)[C@H](O)c1ccccc1,0.18,poly(mandelic acid),76.0,,C,C,"('O=C(O)[C@@H](O)c1ccccc1', 'O=C(O)[C@H](O)c1ccccc1')",[],0,O=C(O[C@@H](C(=O)O[C@@H](C(=O)O[C@H](C(=O)O[C@@H](C(=O)O[C@H](C(=O)O[C@@H](C(=O)O[C@H](C(=O)O[C@H](C(=O)O[C@@H](C(=O)O)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)[C@@H](O)c1ccccc1,ester
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.76,poly(lactic acid),,142.0,C,C,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",[],0,C[C@H](OC(=O)[C@H](C)OC(=O)[C@@H](C)OC(=O)[C@@H](C)OC(=O)[C@@H](C)OC(=O)[C@@H](C)OC(=O)[C@@H](C)OC(=O)[C@@H](C)OC(=O)[C@@H](C)O)C(=O)O[C@H](C)C(=O)O,ester
C[C@@H](O)C(=O)O.C[C@H](O)C(=O)O,0.24,poly(lactic acid),39.0,,C,C,"('C[C@@H](O)C(=O)O', 'C[C@H](O)C(=O)O')",[],0,C[C@H](O)C(=O)O[C@@H](C)C(=O)O[C@H](C)C(=O)O[C@@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@@H](C)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O[C@@H](C)C(=O)O,ester
C=CCOC(=O)[C@@H](O)CC(=O)O.C=CCOC(=O)[C@H](O)CC(=O)O,0.13,poly(Allyl 4-oxo-2-oxetanecarboxylate),,80.0,C,C,"('C=CCOC(=O)[C@@H](O)CC(=O)O', 'C=CCOC(=O)[C@H](O)CC(=O)O')",[],0,C=CCOC(=O)[C@@H](O)CC(=O)O[C@H](CC(=O)O[C@@H](CC(=O)O[C@H](CC(=O)O[C@@H](CC(=O)O[C@H](CC(=O)O[C@@H](CC(=O)O[C@@H](CC(=O)O[C@@H](CC(=O)O[C@H](CC(=O)O)C(=O)OCC=C)C(=O)OCC=C)C(=O)OCC=C)C(=O)OCC=C)C(=O)OCC=C)C(=O)OCC=C)C(=O)OCC=C)C(=O)OCC=C)C(=O)OCC=C,ester
C=CCOC(=O)[C@@H](O)CC(=O)O.C=CCOC(=O)[C@H](O)CC(=O)O,0.05,poly(Allyl 4-oxo-2-oxetanecarboxylate),,109.5,C,C,"('C=CCOC(=O)[C@@H](O)CC(=O)O', 'C=CCOC(=O)[C@H](O)CC(=O)O')",[],0,C=CCOC(=O)[C@H](CC(=O)O[C@H](CC(=O)O)C(=O)OCC=C)OC(=O)C[C@@H](OC(=O)C[C@H](OC(=O)C[C@@H](OC(=O)C[C@H](OC(=O)C[C@@H](OC(=O)C[C@@H](OC(=O)C[C@H](OC(=O)C[C@@H](O)C(=O)OCC=C)C(=O)OCC=C)C(=O)OCC=C)C(=O)OCC=C)C(=O)OCC=C)C(=O)OCC=C)C(=O)OCC=C)C(=O)OCC=C,ester
